date,text,clean_review,tokens,lemmatized,processed_text,topic,sentiment_score,sentiment,topic_name,menu_item
2024-08-01,"We happened to go to this place on last sunday and it was mothers day and they had flat 50 on the buffet meal for the mother which i really liked..Needless to say the Ambience and music was really good .We had a reservation but had to wait fir 10 mins to get a seat..They served us mango juice as wrlcome drink which tasted really good.The buffet spread was one of a kind:
Strters : Veg : paneer tikka, veg spring roll and veg cutlet.They were lil cold but the taste wad good
Non veg : chicken kebab , chicken manchurian and fish .Fish was very tasty though it coupd taste better if it was hot.Chicken was fair enuf.
Singapore Noodles,Egg salad and pasta : They were good but it was cold.
Main course: mutton rogan josh, chicken tikka masala,palak paneer All were equally good
Biriyani: Egg frued rice and chicken biriyani were really great.
Desserts : moong dal halwa tasted really yumm, ice cream,gulab jamun,cut fruits,banana cake

The staff were too slow in service and the food was refilles very slow.We had to wait for quite long time to actually eat to stomach full.

They could improve the above points to stand better!
Overall :3.2",we happened to go to this place on last sunday and it was mothers day and they had flat on the buffet meal for the mother which i really likedneedless to say the ambience and music was really good we had a reservation but had to wait fir mins to get a seatthey served us mango juice as wrlcome drink which tasted really goodthe buffet spread was one of a kind strters veg paneer tikka veg spring roll and veg cutletthey were lil cold but the taste wad good non veg chicken kebab chicken manchurian and fish fish was very tasty though it coupd taste better if it was hotchicken was fair enuf singapore noodlesegg salad and pasta they were good but it was cold main course mutton rogan josh chicken tikka masalapalak paneer all were equally good biriyani egg frued rice and chicken biriyani were really great desserts moong dal halwa tasted really yumm ice creamgulab jamuncut fruitsbanana cake the staff were too slow in service and the food was refilles very slowwe had to wait for quite long time to actually eat to stomach full they could improve the above points to stand better overall,"['happened', 'last', 'sunday', 'mothers', 'day', 'flat', 'buffet', 'meal', 'mother', 'likedneedless', 'say', 'music', 'reservation', 'wait', 'fir', 'mins', 'seatthey', 'served', 'mango', 'juice', 'wrlcome', 'drink', 'tasted', 'goodthe', 'buffet', 'spread', 'kind', 'strters', 'veg', 'paneer', 'tikka', 'veg', 'spring', 'roll', 'veg', 'cutletthey', 'lil', 'cold', 'wad', 'non', 'veg', 'chicken', 'kebab', 'chicken', 'manchurian', 'fish', 'fish', 'tasty', 'though', 'coupd', 'better', 'hotchicken', 'fair', 'enuf', 'singapore', 'noodlesegg', 'salad', 'pasta', 'cold', 'main', 'course', 'mutton', 'rogan', 'josh', 'chicken', 'tikka', 'masalapalak', 'paneer', 'equally', 'biriyani', 'egg', 'frued', 'rice', 'chicken', 'biriyani', 'desserts', 'moong', 'dal', 'halwa', 'tasted', 'yumm', 'ice', 'creamgulab', 'jamuncut', 'fruitsbanana', 'cake', 'slow', 'refilles', 'slowwe', 'wait', 'quite', 'long', 'actually', 'eat', 'stomach', 'full', 'could', 'improve', 'points', 'stand', 'better', 'overall']","['happen', 'last', 'sunday', 'mother', 'day', 'flat', 'buffet', 'meal', 'mother', 'likedneedless', 'say', 'music', 'reservation', 'wait', 'fir', 'min', 'seatthey', 'mango', 'juice', 'wrlcome', 'drink', 'goodthe', 'buffet', 'spread', 'kind', 'strter', 'veg', 'paneer', 'tikka', 'veg', 'spring', 'roll', 'veg', 'cutletthey', 'lil', 'cold', 'wad', 'non', 'veg', 'chicken', 'kebab', 'chicken', 'manchurian', 'fish', 'fish', 'tasty', 'though', 'coupd', 'hotchicken', 'fair', 'enuf', 'singapore', 'noodlesegg', 'salad', 'pasta', 'cold', 'main', 'course', 'mutton', 'rogan', 'josh', 'chicken', 'tikka', 'masalapalak', 'paneer', 'equally', 'biriyani', 'egg', 'frue', 'rice', 'chicken', 'biriyani', 'dessert', 'moong', 'dal', 'halwa', 'yumm', 'ice', 'creamgulab', 'jamuncut', 'fruitsbanana', 'cake', 'slow', 'refille', 'slowwe', 'wait', 'quite', 'long', 'actually', 'eat', 'stomach', 'full', 'could', 'improve', 'point', 'stand', 'overall']",happen last sunday mother day flat buffet meal mother likedneedless say music reservation wait fir min seatthey mango juice wrlcome drink goodthe buffet spread kind strter veg paneer tikka veg spring roll veg cutletthey lil cold wad non veg chicken kebab chicken manchurian fish fish tasty though coupd hotchicken fair enuf singapore noodlesegg salad pasta cold main course mutton rogan josh chicken tikka masalapalak paneer equally biriyani egg frue rice chicken biriyani dessert moong dal halwa yumm ice creamgulab jamuncut fruitsbanana cake slow refille slowwe wait quite long actually eat stomach full could improve point stand overall,3,0.8225,Positive,Healthy & Vegan Options,cake
2024-08-01,"I have been to this place twice and had 2 different experiences.
1st time it was with colleagues and I loved the food and ambience and service and everything except the prices as it was too costly. Their special baked biriyani is work a try, it's unique and tasty.
Because of the good experience I revisited this place with my sister. She orders a mocktail and it was terrible.they replace it but it was still not good. And then I asked them about a starter, if it was with bone or boneless and they told me it was boneless, later on the arrival they told me that it comes with both. It's disappointing to know that the staff doesn't know about the menu.",i have been to this place twice and had different experiences st time it was with colleagues and i loved the food and ambience and service and everything except the prices as it was too costly their special baked biriyani is work a try its unique and tasty because of the good experience i revisited this place with my sister she orders a mocktail and it was terriblethey replace it but it was still not good and then i asked them about a starter if it was with bone or boneless and they told me it was boneless later on the arrival they told me that it comes with both its disappointing to know that the staff doesnt know about the menu,"['twice', 'different', 'experiences', 'colleagues', 'loved', 'everything', 'except', 'prices', 'costly', 'special', 'baked', 'biriyani', 'work', 'unique', 'tasty', 'revisited', 'sister', 'orders', 'mocktail', 'terriblethey', 'replace', 'still', 'asked', 'starter', 'bone', 'boneless', 'told', 'boneless', 'later', 'arrival', 'told', 'comes', 'disappointing', 'know', 'doesnt', 'know', 'menu']","['twice', 'different', 'colleague', 'love', 'everything', 'except', 'price', 'costly', 'special', 'baked', 'biriyani', 'work', 'unique', 'tasty', 'revisit', 'sister', 'mocktail', 'terriblethey', 'replace', 'still', 'ask', 'starter', 'bone', 'boneless', 'tell', 'boneless', 'later', 'arrival', 'tell', 'come', 'disappointing', 'know', 'know', 'menu']",twice different colleague love everything except price costly special baked biriyani work unique tasty revisit sister mocktail terriblethey replace still ask starter bone boneless tell boneless later arrival tell come disappointing know know menu,4,0.5106,Positive,Overall Experience & Ambience,rice
2024-08-01,"I would like to introduce this restaurant to a new ingredient called salt. If you add that yo your food, it would taste way better. So basically none of the food we ordered had salt. We ordered Fries, panko mozzarella sticks, Tomato cream soup, panner65 & ""Italian"" Nachos. Not sure how that was nachos or italian. They basically bought a pack of dorittos and added mozarella cheese on top. The beans were not baked at all, and the entire dish was cold except for the plate that it was brought in. Pretty sure they just dumped the items and stashed it inside a microwave. The paneer 65 was horrendous. Might as well called it garlic 65 with no salt. Next was the mozarella sticks, which was again cold and no salt. The only decent item that we got was the fries and the soup. Thanks to gid we didnt order any main course. All these came up to 1300 and odd. Thanks to Zomato Gold, our price went down. This place is way too expensive for the quality of food they serve. And talking about the restaurant in general, the place looks decent but there are stoves stashed under tables and seats and plants kept at inconvenient spots. They really need to clean up more.",i would like to introduce this restaurant to a new ingredient called salt if you add that yo your food it would taste way better so basically none of the food we ordered had salt we ordered fries panko mozzarella sticks tomato cream soup panner italian nachos not sure how that was nachos or italian they basically bought a pack of dorittos and added mozarella cheese on top the beans were not baked at all and the entire dish was cold except for the plate that it was brought in pretty sure they just dumped the items and stashed it inside a microwave the paneer was horrendous might as well called it garlic with no salt next was the mozarella sticks which was again cold and no salt the only decent item that we got was the fries and the soup thanks to gid we didnt order any main course all these came up to and odd thanks to zomato gold our price went down this place is way too expensive for the quality of food they serve and talking about the restaurant in general the place looks decent but there are stoves stashed under tables and seats and plants kept at inconvenient spots they really need to clean up more,"['would', 'introduce', 'new', 'ingredient', 'called', 'salt', 'add', 'would', 'way', 'better', 'basically', 'none', 'ordered', 'salt', 'ordered', 'fries', 'panko', 'mozzarella', 'sticks', 'tomato', 'cream', 'soup', 'panner', 'italian', 'nachos', 'sure', 'nachos', 'italian', 'basically', 'bought', 'pack', 'dorittos', 'added', 'mozarella', 'cheese', 'top', 'beans', 'baked', 'entire', 'dish', 'cold', 'except', 'plate', 'brought', 'pretty', 'sure', 'dumped', 'items', 'stashed', 'inside', 'microwave', 'paneer', 'horrendous', 'might', 'called', 'garlic', 'salt', 'next', 'mozarella', 'sticks', 'cold', 'salt', 'decent', 'item', 'got', 'fries', 'soup', 'thanks', 'gid', 'didnt', 'main', 'course', 'came', 'odd', 'thanks', 'zomato', 'gold', 'price', 'went', 'way', 'expensive', 'quality', 'talking', 'general', 'looks', 'decent', 'stoves', 'stashed', 'tables', 'seats', 'plants', 'kept', 'inconvenient', 'spots', 'need', 'clean']","['would', 'introduce', 'new', 'ingredient', 'call', 'salt', 'add', 'would', 'way', 'basically', 'none', 'salt', 'fry', 'panko', 'mozzarella', 'stick', 'tomato', 'cream', 'soup', 'panner', 'italian', 'nachos', 'sure', 'nachos', 'italian', 'basically', 'buy', 'pack', 'doritto', 'add', 'mozarella', 'cheese', 'top', 'bean', 'bake', 'entire', 'dish', 'cold', 'except', 'plate', 'bring', 'pretty', 'sure', 'dump', 'item', 'stash', 'inside', 'microwave', 'paneer', 'horrendous', 'might', 'call', 'garlic', 'salt', 'next', 'mozarella', 'stick', 'cold', 'salt', 'decent', 'item', 'fry', 'soup', 'gid', 'main', 'course', 'come', 'odd', 'zomato', 'gold', 'price', 'way', 'expensive', 'quality', 'talk', 'general', 'look', 'decent', 'stove', 'stash', 'table', 'seat', 'plant', 'keep', 'inconvenient', 'spot', 'need', 'clean']",would introduce new ingredient call salt add would way basically none salt fry panko mozzarella stick tomato cream soup panner italian nachos sure nachos italian basically buy pack doritto add mozarella cheese top bean bake entire dish cold except plate bring pretty sure dump item stash inside microwave paneer horrendous might call garlic salt next mozarella stick cold salt decent item fry soup gid main course come odd zomato gold price way expensive quality talk general look decent stove stash table seat plant keep inconvenient spot need clean,0,0.0516,Positive,Menu & Food Variety,cheese
2024-08-01,"I would like to introduce this restaurant to a new ingredient called salt. If you add that yo your food, it would taste way better. So basically none of the food we ordered had salt. We ordered Fries, panko mozzarella sticks, Tomato cream soup, panner65 & ""Italian"" Nachos. Not sure how that was nachos or italian. They basically bought a pack of dorittos and added mozarella cheese on top. The beans were not baked at all, and the entire dish was cold except for the plate that it was brought in. Pretty sure they just dumped the items and stashed it inside a microwave. The paneer 65 was horrendous. Might as well called it garlic 65 with no salt. Next was the mozarella sticks, which was again cold and no salt. The only decent item that we got was the fries and the soup. Thanks to gid we didnt order any main course. All these came up to 1300 and odd. Thanks to Zomato Gold, our price went down. This place is way too expensive for the quality of food they serve. And talking about the restaurant in general, the place looks decent but there are stoves stashed under tables and seats and plants kept at inconvenient spots. They really need to clean up more.",i would like to introduce this restaurant to a new ingredient called salt if you add that yo your food it would taste way better so basically none of the food we ordered had salt we ordered fries panko mozzarella sticks tomato cream soup panner italian nachos not sure how that was nachos or italian they basically bought a pack of dorittos and added mozarella cheese on top the beans were not baked at all and the entire dish was cold except for the plate that it was brought in pretty sure they just dumped the items and stashed it inside a microwave the paneer was horrendous might as well called it garlic with no salt next was the mozarella sticks which was again cold and no salt the only decent item that we got was the fries and the soup thanks to gid we didnt order any main course all these came up to and odd thanks to zomato gold our price went down this place is way too expensive for the quality of food they serve and talking about the restaurant in general the place looks decent but there are stoves stashed under tables and seats and plants kept at inconvenient spots they really need to clean up more,"['would', 'introduce', 'new', 'ingredient', 'called', 'salt', 'add', 'would', 'way', 'better', 'basically', 'none', 'ordered', 'salt', 'ordered', 'fries', 'panko', 'mozzarella', 'sticks', 'tomato', 'cream', 'soup', 'panner', 'italian', 'nachos', 'sure', 'nachos', 'italian', 'basically', 'bought', 'pack', 'dorittos', 'added', 'mozarella', 'cheese', 'top', 'beans', 'baked', 'entire', 'dish', 'cold', 'except', 'plate', 'brought', 'pretty', 'sure', 'dumped', 'items', 'stashed', 'inside', 'microwave', 'paneer', 'horrendous', 'might', 'called', 'garlic', 'salt', 'next', 'mozarella', 'sticks', 'cold', 'salt', 'decent', 'item', 'got', 'fries', 'soup', 'thanks', 'gid', 'didnt', 'main', 'course', 'came', 'odd', 'thanks', 'zomato', 'gold', 'price', 'went', 'way', 'expensive', 'quality', 'talking', 'general', 'looks', 'decent', 'stoves', 'stashed', 'tables', 'seats', 'plants', 'kept', 'inconvenient', 'spots', 'need', 'clean']","['would', 'introduce', 'new', 'ingredient', 'call', 'salt', 'add', 'would', 'way', 'basically', 'none', 'salt', 'fry', 'panko', 'mozzarella', 'stick', 'tomato', 'cream', 'soup', 'panner', 'italian', 'nachos', 'sure', 'nachos', 'italian', 'basically', 'buy', 'pack', 'doritto', 'add', 'mozarella', 'cheese', 'top', 'bean', 'bake', 'entire', 'dish', 'cold', 'except', 'plate', 'bring', 'pretty', 'sure', 'dump', 'item', 'stash', 'inside', 'microwave', 'paneer', 'horrendous', 'might', 'call', 'garlic', 'salt', 'next', 'mozarella', 'stick', 'cold', 'salt', 'decent', 'item', 'fry', 'soup', 'gid', 'main', 'course', 'come', 'odd', 'zomato', 'gold', 'price', 'way', 'expensive', 'quality', 'talk', 'general', 'look', 'decent', 'stove', 'stash', 'table', 'seat', 'plant', 'keep', 'inconvenient', 'spot', 'need', 'clean']",would introduce new ingredient call salt add would way basically none salt fry panko mozzarella stick tomato cream soup panner italian nachos sure nachos italian basically buy pack doritto add mozarella cheese top bean bake entire dish cold except plate bring pretty sure dump item stash inside microwave paneer horrendous might call garlic salt next mozarella stick cold salt decent item fry soup gid main course come odd zomato gold price way expensive quality talk general look decent stove stash table seat plant keep inconvenient spot need clean,0,0.0516,Positive,Menu & Food Variety,paneer
2024-08-01,"I would like to introduce this restaurant to a new ingredient called salt. If you add that yo your food, it would taste way better. So basically none of the food we ordered had salt. We ordered Fries, panko mozzarella sticks, Tomato cream soup, panner65 & ""Italian"" Nachos. Not sure how that was nachos or italian. They basically bought a pack of dorittos and added mozarella cheese on top. The beans were not baked at all, and the entire dish was cold except for the plate that it was brought in. Pretty sure they just dumped the items and stashed it inside a microwave. The paneer 65 was horrendous. Might as well called it garlic 65 with no salt. Next was the mozarella sticks, which was again cold and no salt. The only decent item that we got was the fries and the soup. Thanks to gid we didnt order any main course. All these came up to 1300 and odd. Thanks to Zomato Gold, our price went down. This place is way too expensive for the quality of food they serve. And talking about the restaurant in general, the place looks decent but there are stoves stashed under tables and seats and plants kept at inconvenient spots. They really need to clean up more.",i would like to introduce this restaurant to a new ingredient called salt if you add that yo your food it would taste way better so basically none of the food we ordered had salt we ordered fries panko mozzarella sticks tomato cream soup panner italian nachos not sure how that was nachos or italian they basically bought a pack of dorittos and added mozarella cheese on top the beans were not baked at all and the entire dish was cold except for the plate that it was brought in pretty sure they just dumped the items and stashed it inside a microwave the paneer was horrendous might as well called it garlic with no salt next was the mozarella sticks which was again cold and no salt the only decent item that we got was the fries and the soup thanks to gid we didnt order any main course all these came up to and odd thanks to zomato gold our price went down this place is way too expensive for the quality of food they serve and talking about the restaurant in general the place looks decent but there are stoves stashed under tables and seats and plants kept at inconvenient spots they really need to clean up more,"['would', 'introduce', 'new', 'ingredient', 'called', 'salt', 'add', 'would', 'way', 'better', 'basically', 'none', 'ordered', 'salt', 'ordered', 'fries', 'panko', 'mozzarella', 'sticks', 'tomato', 'cream', 'soup', 'panner', 'italian', 'nachos', 'sure', 'nachos', 'italian', 'basically', 'bought', 'pack', 'dorittos', 'added', 'mozarella', 'cheese', 'top', 'beans', 'baked', 'entire', 'dish', 'cold', 'except', 'plate', 'brought', 'pretty', 'sure', 'dumped', 'items', 'stashed', 'inside', 'microwave', 'paneer', 'horrendous', 'might', 'called', 'garlic', 'salt', 'next', 'mozarella', 'sticks', 'cold', 'salt', 'decent', 'item', 'got', 'fries', 'soup', 'thanks', 'gid', 'didnt', 'main', 'course', 'came', 'odd', 'thanks', 'zomato', 'gold', 'price', 'went', 'way', 'expensive', 'quality', 'talking', 'general', 'looks', 'decent', 'stoves', 'stashed', 'tables', 'seats', 'plants', 'kept', 'inconvenient', 'spots', 'need', 'clean']","['would', 'introduce', 'new', 'ingredient', 'call', 'salt', 'add', 'would', 'way', 'basically', 'none', 'salt', 'fry', 'panko', 'mozzarella', 'stick', 'tomato', 'cream', 'soup', 'panner', 'italian', 'nachos', 'sure', 'nachos', 'italian', 'basically', 'buy', 'pack', 'doritto', 'add', 'mozarella', 'cheese', 'top', 'bean', 'bake', 'entire', 'dish', 'cold', 'except', 'plate', 'bring', 'pretty', 'sure', 'dump', 'item', 'stash', 'inside', 'microwave', 'paneer', 'horrendous', 'might', 'call', 'garlic', 'salt', 'next', 'mozarella', 'stick', 'cold', 'salt', 'decent', 'item', 'fry', 'soup', 'gid', 'main', 'course', 'come', 'odd', 'zomato', 'gold', 'price', 'way', 'expensive', 'quality', 'talk', 'general', 'look', 'decent', 'stove', 'stash', 'table', 'seat', 'plant', 'keep', 'inconvenient', 'spot', 'need', 'clean']",would introduce new ingredient call salt add would way basically none salt fry panko mozzarella stick tomato cream soup panner italian nachos sure nachos italian basically buy pack doritto add mozarella cheese top bean bake entire dish cold except plate bring pretty sure dump item stash inside microwave paneer horrendous might call garlic salt next mozarella stick cold salt decent item fry soup gid main course come odd zomato gold price way expensive quality talk general look decent stove stash table seat plant keep inconvenient spot need clean,0,0.0516,Positive,Menu & Food Variety,rice
2024-08-01,"This was my worst experience at a restaurant ever. First our starters were served after half an hour of ordering and the chicken popcorn had a hair strand in it yuck! Then the guy who took our main course order forgot about it completely so we had to order again after waiting for almost an hour. Then had to wait for another half hour to get our food. And the worst of all, they got us chicken lasagna instead of veg lasagna. We figured out that it was chicken right before one of my staunch vegetarian friend almost ate it. I do not recommend this place at all. There are so many better places in Gachibowli that could save your time and provide better service.",this was my worst experience at a restaurant ever first our starters were served after half an hour of ordering and the chicken popcorn had a hair strand in it yuck then the guy who took our main course order forgot about it completely so we had to order again after waiting for almost an hour then had to wait for another half hour to get our food and the worst of all they got us chicken lasagna instead of veg lasagna we figured out that it was chicken right before one of my staunch vegetarian friend almost ate it i do not recommend this place at all there are so many better places in gachibowli that could save your time and provide better service,"['worst', 'ever', 'first', 'starters', 'served', 'half', 'hour', 'ordering', 'chicken', 'popcorn', 'hair', 'strand', 'yuck', 'guy', 'took', 'main', 'course', 'forgot', 'completely', 'waiting', 'almost', 'hour', 'wait', 'another', 'half', 'hour', 'worst', 'got', 'chicken', 'lasagna', 'instead', 'veg', 'lasagna', 'figured', 'chicken', 'right', 'staunch', 'vegetarian', 'friend', 'almost', 'ate', 'recommend', 'many', 'better', 'places', 'gachibowli', 'could', 'save', 'provide', 'better']","['ever', 'first', 'starter', 'half', 'hour', 'ordering', 'chicken', 'popcorn', 'hair', 'strand', 'yuck', 'guy', 'main', 'course', 'forget', 'completely', 'wait', 'almost', 'hour', 'wait', 'another', 'half', 'hour', 'chicken', 'lasagna', 'instead', 'veg', 'lasagna', 'figure', 'chicken', 'right', 'staunch', 'vegetarian', 'friend', 'almost', 'eat', 'recommend', 'many', 'gachibowli', 'could', 'save', 'provide']",ever first starter half hour ordering chicken popcorn hair strand yuck guy main course forget completely wait almost hour wait another half hour chicken lasagna instead veg lasagna figure chicken right staunch vegetarian friend almost eat recommend many gachibowli could save provide,3,0.7732,Positive,Healthy & Vegan Options,chicken
2024-08-01,"This was my worst experience at a restaurant ever. First our starters were served after half an hour of ordering and the chicken popcorn had a hair strand in it yuck! Then the guy who took our main course order forgot about it completely so we had to order again after waiting for almost an hour. Then had to wait for another half hour to get our food. And the worst of all, they got us chicken lasagna instead of veg lasagna. We figured out that it was chicken right before one of my staunch vegetarian friend almost ate it. I do not recommend this place at all. There are so many better places in Gachibowli that could save your time and provide better service.",this was my worst experience at a restaurant ever first our starters were served after half an hour of ordering and the chicken popcorn had a hair strand in it yuck then the guy who took our main course order forgot about it completely so we had to order again after waiting for almost an hour then had to wait for another half hour to get our food and the worst of all they got us chicken lasagna instead of veg lasagna we figured out that it was chicken right before one of my staunch vegetarian friend almost ate it i do not recommend this place at all there are so many better places in gachibowli that could save your time and provide better service,"['worst', 'ever', 'first', 'starters', 'served', 'half', 'hour', 'ordering', 'chicken', 'popcorn', 'hair', 'strand', 'yuck', 'guy', 'took', 'main', 'course', 'forgot', 'completely', 'waiting', 'almost', 'hour', 'wait', 'another', 'half', 'hour', 'worst', 'got', 'chicken', 'lasagna', 'instead', 'veg', 'lasagna', 'figured', 'chicken', 'right', 'staunch', 'vegetarian', 'friend', 'almost', 'ate', 'recommend', 'many', 'better', 'places', 'gachibowli', 'could', 'save', 'provide', 'better']","['ever', 'first', 'starter', 'half', 'hour', 'ordering', 'chicken', 'popcorn', 'hair', 'strand', 'yuck', 'guy', 'main', 'course', 'forget', 'completely', 'wait', 'almost', 'hour', 'wait', 'another', 'half', 'hour', 'chicken', 'lasagna', 'instead', 'veg', 'lasagna', 'figure', 'chicken', 'right', 'staunch', 'vegetarian', 'friend', 'almost', 'eat', 'recommend', 'many', 'gachibowli', 'could', 'save', 'provide']",ever first starter half hour ordering chicken popcorn hair strand yuck guy main course forget completely wait almost hour wait another half hour chicken lasagna instead veg lasagna figure chicken right staunch vegetarian friend almost eat recommend many gachibowli could save provide,3,0.7732,Positive,Healthy & Vegan Options,corn
2024-09-01,This is the place I really recommend this restaurant to the food lover specifically the continental food lover.pasta and sizzlers are so yummy that I cant stop myself to choose only this restaurant rather than other.service is the part were you really satisfied.,this is the place i really recommend this restaurant to the food lover specifically the continental food loverpasta and sizzlers are so yummy that i cant stop myself to choose only this restaurant rather than otherservice is the part were you really satisfied,"['recommend', 'lover', 'specifically', 'continental', 'loverpasta', 'sizzlers', 'yummy', 'cant', 'stop', 'choose', 'rather', 'otherservice', 'part', 'satisfied']","['recommend', 'lover', 'specifically', 'continental', 'loverpasta', 'sizzler', 'yummy', 'stop', 'choose', 'rather', 'otherservice', 'part', 'satisfied']",recommend lover specifically continental loverpasta sizzler yummy stop choose rather otherservice part satisfied,0,0.8834,Positive,Menu & Food Variety,pasta
2024-09-01,Lovely ambience..Roasted chicken soup was the Highlight of our dinner..Basket biryani was full of flavours and yumm.lasagne was great.Nice to go with whole family.Appetisers quantity is less though.,lovely ambienceroasted chicken soup was the highlight of our dinnerbasket biryani was full of flavours and yummlasagne was greatnice to go with whole familyappetisers quantity is less though,"['lovely', 'ambienceroasted', 'chicken', 'soup', 'highlight', 'dinnerbasket', 'biryani', 'full', 'flavours', 'yummlasagne', 'greatnice', 'whole', 'familyappetisers', 'quantity', 'less', 'though']","['lovely', 'ambienceroaste', 'chicken', 'soup', 'highlight', 'dinnerbasket', 'biryani', 'full', 'flavour', 'yummlasagne', 'greatnice', 'whole', 'familyappetiser', 'quantity', 'less', 'though']",lovely ambienceroaste chicken soup highlight dinnerbasket biryani full flavour yummlasagne greatnice whole familyappetiser quantity less though,4,0.7351,Positive,Overall Experience & Ambience,biryani
2024-09-01,Lovely ambience..Roasted chicken soup was the Highlight of our dinner..Basket biryani was full of flavours and yumm.lasagne was great.Nice to go with whole family.Appetisers quantity is less though.,lovely ambienceroasted chicken soup was the highlight of our dinnerbasket biryani was full of flavours and yummlasagne was greatnice to go with whole familyappetisers quantity is less though,"['lovely', 'ambienceroasted', 'chicken', 'soup', 'highlight', 'dinnerbasket', 'biryani', 'full', 'flavours', 'yummlasagne', 'greatnice', 'whole', 'familyappetisers', 'quantity', 'less', 'though']","['lovely', 'ambienceroaste', 'chicken', 'soup', 'highlight', 'dinnerbasket', 'biryani', 'full', 'flavour', 'yummlasagne', 'greatnice', 'whole', 'familyappetiser', 'quantity', 'less', 'though']",lovely ambienceroaste chicken soup highlight dinnerbasket biryani full flavour yummlasagne greatnice whole familyappetiser quantity less though,4,0.7351,Positive,Overall Experience & Ambience,chicken
2024-09-01,Paradise Biryani is really good service also good staff friendly ambiance nice I had chicken Biryani and mutton Biryani both are good thank you,paradise biryani is really good service also good staff friendly ambiance nice i had chicken biryani and mutton biryani both are good thank you,"['paradise', 'biryani', 'friendly', 'chicken', 'biryani', 'mutton', 'biryani']","['paradise', 'biryani', 'friendly', 'chicken', 'biryani', 'mutton', 'biryani']",paradise biryani friendly chicken biryani mutton biryani,2,0.8126,Positive,Biryani & Chicken Items,biryani
2024-09-01,Paradise Biryani is really good service also good staff friendly ambiance nice I had chicken Biryani and mutton Biryani both are good thank you,paradise biryani is really good service also good staff friendly ambiance nice i had chicken biryani and mutton biryani both are good thank you,"['paradise', 'biryani', 'friendly', 'chicken', 'biryani', 'mutton', 'biryani']","['paradise', 'biryani', 'friendly', 'chicken', 'biryani', 'mutton', 'biryani']",paradise biryani friendly chicken biryani mutton biryani,2,0.8126,Positive,Biryani & Chicken Items,chicken
2024-10-01,"Chiken biryani is very good and
Spcal chiken cary is very good and testy food
And
So enjoy the food and
Next time visiting again with my family and friends",chiken biryani is very good and spcal chiken cary is very good and testy food and so enjoy the food and next time visiting again with my family and friends,"['chiken', 'biryani', 'spcal', 'chiken', 'cary', 'testy', 'enjoy', 'next', 'visiting', 'family', 'friends']","['chiken', 'biryani', 'spcal', 'chiken', 'cary', 'testy', 'enjoy', 'next', 'family', 'friend']",chiken biryani spcal chiken cary testy enjoy next family friend,4,0.7506,Positive,Overall Experience & Ambience,biryani
2024-10-01,Goodtaste...ever.... paradise makes magic.chefs will gladly prepare it the way u prefer. They are nice to serve everyone...this is the world best biryani.,goodtasteever paradise makes magicchefs will gladly prepare it the way u prefer they are nice to serve everyonethis is the world best biryani,"['goodtasteever', 'paradise', 'makes', 'magicchefs', 'gladly', 'prepare', 'way', 'prefer', 'everyonethis', 'world', 'biryani']","['goodtasteever', 'paradise', 'magicchef', 'gladly', 'prepare', 'way', 'prefer', 'everyonethis', 'world', 'biryani']",goodtasteever paradise magicchef gladly prepare way prefer everyonethis world biryani,2,0.765,Positive,Biryani & Chicken Items,biryani
2024-10-01,Ordered one chicken and one mutton biryani and it was very good. Paradise is definitly a great restaurant for biryani. Restaurant ambinence is good along with quick service.,ordered one chicken and one mutton biryani and it was very good paradise is definitly a great restaurant for biryani restaurant ambinence is good along with quick service,"['ordered', 'chicken', 'mutton', 'biryani', 'paradise', 'definitly', 'biryani', 'ambinence', 'along', 'quick']","['chicken', 'mutton', 'biryani', 'paradise', 'definitly', 'biryani', 'ambinence', 'along', 'quick']",chicken mutton biryani paradise definitly biryani ambinence along quick,2,0.6369,Positive,Biryani & Chicken Items,biryani
2024-10-01,Ordered one chicken and one mutton biryani and it was very good. Paradise is definitly a great restaurant for biryani. Restaurant ambinence is good along with quick service.,ordered one chicken and one mutton biryani and it was very good paradise is definitly a great restaurant for biryani restaurant ambinence is good along with quick service,"['ordered', 'chicken', 'mutton', 'biryani', 'paradise', 'definitly', 'biryani', 'ambinence', 'along', 'quick']","['chicken', 'mutton', 'biryani', 'paradise', 'definitly', 'biryani', 'ambinence', 'along', 'quick']",chicken mutton biryani paradise definitly biryani ambinence along quick,2,0.6369,Positive,Biryani & Chicken Items,chicken
2024-10-01,"Always the best , my all time favorite food, biryani ka baap , every time I visit I feel something special, I almost visited 20 times , simply the best",always the best my all time favorite food biryani ka baap every time i visit i feel something special i almost visited times simply the best,"['always', 'favorite', 'biryani', 'baap', 'every', 'feel', 'something', 'special', 'almost', 'visited', 'times', 'simply']","['always', 'favorite', 'biryani', 'baap', 'every', 'feel', 'something', 'special', 'almost', 'simply']",always favorite biryani baap every feel something special almost simply,2,0.6908,Positive,Biryani & Chicken Items,biryani
2024-10-01,Good taste and love to visit again ...... With my family and friends... Hopefully enjoyed the taste of biryani.... And make this happens every time,good taste and love to visit again with my family and friends hopefully enjoyed the taste of biryani and make this happens every time,"['love', 'family', 'friends', 'hopefully', 'enjoyed', 'biryani', 'happens', 'every']","['love', 'family', 'friend', 'hopefully', 'enjoy', 'biryani', 'happen', 'every']",love family friend hopefully enjoy biryani happen every,4,0.9231,Positive,Overall Experience & Ambience,biryani
